id,explanation_reporting,explanation_legal,explanation_stlt,explanation_norm,explanation_harm,explanation_kant,explanation_main,ethical_reporting,ethical_legal,ethical_stlt,ethical_norm,ethical_harm,ethical_kant,ethical_main,type,survey,current_policy_ethic,new_policy_ethic,current_policy_lying,new_policy_lying,current_policy_deceptive,new_policy_deceptive,current_policy_dishonest,new_policy_dishonest,current_policy_untruthful,new_policy_untruthful,recommend_new_policy,board_vote,age,race,race_other,gender,gender_other,study,gpa,risk_tolerance,political_affiliation,political_affiliation_other,cheating_answer,score_self_reported,score_true,score_20,score_20_truthful,male,business_econ,under_represented,cheating,misreporting,trust,model,temperature
44,0.0,0.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,overreporting,3,4,4,2,4,2,4,2,4,2,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
51,0.0,1.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,overreporting,3,4,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
32,0.0,0.0,0.0,0.0,1.0,0.0,E,,,,,,,,llm,overreporting,3,4,4,1,4,2,4,1,4,1,No,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
27,0.0,1.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
56,0.0,1.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,overreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
43,0.0,0.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,overreporting,3,4,4,1,5,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
38,0.0,0.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,overreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
49,0.0,0.0,1.0,0.0,1.0,1.0,F,,,,,,,,llm,overreporting,3,4,3,1,4,2,3,1,3,2,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
54,0.0,1.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,overreporting,2,4,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
41,0.0,0.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,overreporting,3,4,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
30,0.0,0.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,overreporting,2,4,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
25,1.0,0.0,0.0,0.0,1.0,0.0,E,,,,,,,,llm,overreporting,3,4,4,1,4,2,4,1,4,1,No,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
46,0.0,0.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,overreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
53,0.0,0.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,overreporting,2,4,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
22,0.0,1.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,overreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
37,0.0,1.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,overreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
52,0.0,0.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,overreporting,2,4,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
47,1.0,0.0,0.0,0.0,1.0,0.0,A,,,,,,,,llm,overreporting,3,4,4,1,4,1,4,1,4,1,No,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
36,0.0,0.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,overreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
23,0.0,1.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,overreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
40,0.0,1.0,1.0,0.0,1.0,1.0,C,,,,,,,,llm,overreporting,3,4,4,1,5,1,4,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
55,0.0,0.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,overreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
24,0.0,0.0,0.0,0.0,1.0,1.0,E,,,,,,,,llm,overreporting,3,4,4,1,4,1,4,1,4,1,No,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
31,0.0,1.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,overreporting,2,4,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
39,1.0,0.0,0.0,0.0,1.0,0.0,A,,,,,,,,llm,overreporting,3,4,4,1,4,2,4,1,4,1,No,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
48,0.0,1.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
74,0.0,0.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,overreporting,2,4,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
61,1.0,0.0,0.0,0.0,1.0,0.0,A,,,,,,,,llm,overreporting,2,4,4,1,4,1,4,1,4,1,No,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
10,0.0,1.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,overreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
83,1.0,0.0,0.0,0.0,1.0,0.0,A,,,,,,,,llm,overreporting,3,4,4,1,4,1,4,1,4,1,No,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
96,1.0,0.0,0.0,0.0,1.0,0.0,E,,,,,,,,llm,overreporting,3,4,3,1,4,1,3,1,4,1,No,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
3,0.0,0.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,overreporting,2,4,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
18,0.0,1.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,overreporting,2,4,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
69,1.0,0.0,0.0,0.0,1.0,0.0,A,,,,,,,,llm,overreporting,3,4,4,2,3,1,4,2,4,2,No,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
66,1.0,0.0,1.0,0.0,1.0,0.0,E,,,,,,,,llm,overreporting,2,4,4,1,4,2,4,2,4,1,No,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
73,1.0,0.0,0.0,0.0,1.0,0.0,A,,,,,,,,llm,overreporting,3,4,4,1,4,1,4,1,4,1,No,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
99,0.0,0.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
17,0.0,1.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,overreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
4,0.0,1.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
91,0.0,1.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
84,0.0,0.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,overreporting,3,4,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
85,0.0,0.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,overreporting,2,4,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
90,0.0,0.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,overreporting,2,4,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
5,0.0,0.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,overreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
72,0.0,0.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
67,0.0,0.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,overreporting,2,4,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
16,1.0,0.0,0.0,0.0,1.0,0.0,A,,,,,,,,llm,overreporting,3,4,4,1,4,1,4,1,4,1,No,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
98,0.0,1.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,overreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
19,0.0,1.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,overreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
2,1.0,0.0,0.0,0.0,1.0,0.0,A,,,,,,,,llm,overreporting,3,4,5,1,5,1,5,1,5,1,No,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
97,0.0,0.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,overreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
82,0.0,0.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
68,0.0,1.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,overreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
60,0.0,0.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,overreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
75,1.0,0.0,0.0,0.0,1.0,0.0,E,,,,,,,,llm,overreporting,3,4,5,1,5,1,5,1,5,1,No,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
11,0.0,1.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,overreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
95,0.0,1.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,overreporting,3,4,4,1,5,1,4,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
80,0.0,0.0,0.0,0.0,1.0,0.0,E,,,,,,,,llm,overreporting,3,4,4,1,4,1,4,1,4,1,No,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
13,0.0,1.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,overreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
8,0.0,0.0,0.0,0.0,1.0,0.0,E,,,,,,,,llm,overreporting,3,4,4,1,4,1,4,1,4,1,No,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
88,0.0,1.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,overreporting,2,4,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
62,1.0,0.0,0.0,0.0,1.0,0.0,A,,,,,,,,llm,overreporting,2,4,5,1,5,2,5,1,5,1,No,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
77,1.0,0.0,1.0,0.0,1.0,0.0,A,,,,,,,,llm,overreporting,3,4,4,1,4,1,4,1,4,1,No,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
78,0.0,0.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
7,0.0,0.0,0.0,0.0,1.0,0.0,E,,,,,,,,llm,overreporting,2,4,5,1,5,1,5,1,5,1,No,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
87,0.0,0.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,overreporting,3,4,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
92,0.0,0.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,overreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
14,1.0,0.0,0.0,0.0,1.0,0.0,E,,,,,,,,llm,overreporting,3,4,5,1,5,1,5,1,5,1,No,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
70,0.0,0.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
65,0.0,0.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,overreporting,3,4,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
15,0.0,1.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,overreporting,3,4,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
64,0.0,1.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,overreporting,2,4,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
71,0.0,0.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,overreporting,3,4,4,2,4,2,4,2,4,2,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
100,0.0,1.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,overreporting,3,4,4,2,4,2,4,2,4,2,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
79,1.0,0.0,0.0,0.0,1.0,0.0,A,,,,,,,,llm,overreporting,3,4,4,1,4,1,4,1,4,1,No,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
93,0.0,1.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
86,0.0,0.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,overreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
6,0.0,0.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
89,0.0,1.0,1.0,0.0,1.0,1.0,C,,,,,,,,llm,overreporting,3,4,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
9,0.0,0.0,0.0,0.0,1.0,1.0,F,,,,,,,,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
12,0.0,1.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,overreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
76,0.0,0.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,overreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
63,0.0,0.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,overreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
1,0.0,0.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,overreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
81,0.0,0.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,overreporting,3,4,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
94,0.0,0.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,overreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
20,0.0,1.0,1.0,0.0,1.0,1.0,F,,,,,,,,llm,underreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
35,0.0,1.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,underreporting,2,4,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
7,0.0,0.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,underreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
44,0.0,1.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,underreporting,2,4,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
51,0.0,0.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,underreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
59,0.0,0.0,1.0,0.0,1.0,1.0,C,,,,,,,,llm,underreporting,3,4,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
28,1.0,0.0,0.0,0.0,1.0,0.0,A,,,,,,,,llm,underreporting,3,4,4,1,4,1,4,1,4,1,No,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
32,0.0,0.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,underreporting,3,4,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
27,0.0,0.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,underreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
56,1.0,0.0,0.0,0.0,1.0,0.0,A,,,,,,,,llm,underreporting,3,4,4,2,4,2,4,2,4,2,No,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
43,1.0,0.0,0.0,0.0,1.0,0.0,A,,,,,,,,llm,underreporting,3,4,4,1,4,1,4,1,4,1,No,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
8,0.0,1.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,underreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
9,0.0,1.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,underreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
26,1.0,0.0,0.0,0.0,1.0,0.0,A,,,,,,,,llm,underreporting,3,4,3,1,4,2,3,1,3,2,No,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
33,0.0,0.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,underreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
1,1.0,0.0,0.0,0.0,1.0,0.0,A,,,,,,,,llm,underreporting,2,4,4,1,4,2,4,1,4,1,No,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
42,1.0,0.0,0.0,0.0,1.0,0.0,A,,,,,,,,llm,underreporting,3,4,4,2,4,2,4,2,4,2,No,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
57,0.0,0.0,1.0,0.0,1.0,0.0,E,,,,,,,,llm,underreporting,3,4,4,2,4,2,4,2,4,2,No,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
58,0.0,0.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,underreporting,3,4,3,1,4,1,3,1,3,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
29,1.0,0.0,1.0,0.0,1.0,0.0,A,,,,,,,,llm,underreporting,2,4,4,1,4,1,4,1,4,1,No,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
34,0.0,1.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,underreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
21,0.0,0.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,underreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
50,0.0,1.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,underreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
45,0.0,0.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,underreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
6,0.0,0.0,1.0,0.0,1.0,1.0,C,,,,,,,,llm,underreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
4,0.0,1.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,underreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
52,0.0,1.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,underreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
47,0.0,1.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,underreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
36,0.0,1.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,underreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
23,0.0,1.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,underreporting,2,4,4,1,5,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
39,1.0,0.0,0.0,0.0,1.0,0.0,A,,,,,,,,llm,underreporting,2,4,4,1,4,1,4,1,4,1,No,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
48,0.0,0.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,underreporting,2,4,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
40,1.0,0.0,0.0,0.0,1.0,0.0,E,,,,,,,,llm,underreporting,3,4,4,1,4,1,4,1,4,1,No,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
55,0.0,1.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,underreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
3,0.0,0.0,1.0,0.0,1.0,1.0,C,,,,,,,,llm,underreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
24,0.0,0.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,underreporting,3,4,4,1,4,2,4,1,4,2,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
31,0.0,0.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,underreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
2,0.0,0.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,underreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
54,0.0,0.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,underreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
41,0.0,1.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,underreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
30,0.0,0.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,underreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
25,0.0,0.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,underreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
38,0.0,0.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,underreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
49,0.0,0.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,underreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
100,0.0,0.0,1.0,0.0,0.0,1.0,F,,,,,,,,llm,underreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
46,0.0,1.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,underreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
53,0.0,1.0,1.0,0.0,0.0,1.0,C,,,,,,,,llm,underreporting,3,4,5,1,5,1,5,1,5,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
5,1.0,0.0,0.0,0.0,1.0,0.0,E,,,,,,,,llm,underreporting,3,4,3,1,3,1,3,1,3,1,No,In Favor,,,,,,,,,,,,,,,,,,,,,,gemma2:9b,
